X,Y,l1_leaf_types,l2_genus,l3_species
588133.8479,5744539.798,needleleaf,spruce,norway spruce
543917.588,5739234.951,needleleaf,spruce,norway spruce
600728.6153,5745621.317,needleleaf,spruce,norway spruce
611506.4939,5729053.633,needleleaf,spruce,norway spruce
597509.0268,5735832.263,needleleaf,spruce,norway spruce
612607.123,5727324.152,needleleaf,spruce,norway spruce
602002.5254,5730045.271,needleleaf,spruce,norway spruce
588732.4801,5738950.351,needleleaf,spruce,norway spruce
538866.8462,5735954.634,needleleaf,spruce,norway spruce
584754.2277,5748842.043,needleleaf,spruce,norway spruce
599119.2518,5730228.86,needleleaf,spruce,norway spruce
583979.9133,5745780.264,needleleaf,spruce,norway spruce
596114.4478,5733792.999,needleleaf,spruce,norway spruce
583317.0341,5741995.984,needleleaf,spruce,norway spruce
536574.3892,5737397.22,needleleaf,spruce,norway spruce
583724.3669,5750416.173,needleleaf,spruce,norway spruce
546544.9856,5710864.872,needleleaf,spruce,norway spruce
532873.0702,5732461.79,needleleaf,spruce,norway spruce
534846.3317,5729606.065,needleleaf,spruce,norway spruce
550754.7998,5758759.358,needleleaf,spruce,norway spruce
585438.6702,5751998.73,needleleaf,spruce,norway spruce
588521.4245,5739827.399,needleleaf,spruce,norway spruce
532246.8858,5735000.987,needleleaf,spruce,norway spruce
537616.6803,5739476.606,needleleaf,spruce,norway spruce
540247.9615,5742066.384,needleleaf,spruce,norway spruce
540959.6583,5735876.68,needleleaf,spruce,norway spruce
552572.8733,5719029.085,needleleaf,spruce,norway spruce
594790.3523,5741331.431,needleleaf,spruce,norway spruce
596377.6319,5738960.734,needleleaf,spruce,norway spruce
540056.8963,5735632.02,needleleaf,spruce,norway spruce
611100.3212,5752975.2,needleleaf,spruce,norway spruce
548575.2541,5754015.393,needleleaf,spruce,norway spruce
548524.5426,5755877.554,needleleaf,spruce,norway spruce
552346.445,5719117.611,needleleaf,spruce,norway spruce
540266.535,5731062.769,needleleaf,spruce,norway spruce
590438.2887,5753232.4,needleleaf,spruce,norway spruce
587269.1104,5740010.27,needleleaf,spruce,norway spruce
590027.5625,5748225.37,needleleaf,spruce,norway spruce
608942.865,5728168.253,needleleaf,spruce,norway spruce
549695.2811,5690950.51,needleleaf,spruce,norway spruce
610576.0077,5725193.345,needleleaf,spruce,norway spruce
554065.0313,5729756.042,needleleaf,spruce,norway spruce
611156.9836,5733183.704,needleleaf,spruce,norway spruce
596502.1004,5738890.692,needleleaf,spruce,norway spruce
546459.229,5730769.762,needleleaf,spruce,norway spruce
595112.2541,5735770.679,needleleaf,spruce,norway spruce
547574.8644,5730381.59,needleleaf,spruce,norway spruce
547799.3522,5727011.38,needleleaf,spruce,norway spruce
545015.3921,5704475.26,needleleaf,spruce,norway spruce
542136.3647,5736188.726,needleleaf,spruce,norway spruce
541908.178,5736497.361,needleleaf,spruce,norway spruce
608997.1902,5725383.535,needleleaf,spruce,norway spruce
532517.7019,5734421.651,needleleaf,spruce,norway spruce
602733.6819,5746259.201,needleleaf,spruce,norway spruce
600892.4062,5739505.999,needleleaf,spruce,norway spruce
585608.3299,5748950.176,needleleaf,spruce,norway spruce
544195.9921,5729867.989,needleleaf,spruce,norway spruce
598321.1858,5745724.787,needleleaf,spruce,norway spruce
531836.4198,5732371.978,needleleaf,spruce,norway spruce
544417.0917,5708639.181,needleleaf,spruce,norway spruce
589978.312,5733747.167,needleleaf,spruce,norway spruce
550198.8951,5718106.899,needleleaf,spruce,norway spruce
583297.5907,5759322.285,needleleaf,spruce,norway spruce
548339.4609,5692022.179,needleleaf,spruce,norway spruce
553913.2672,5734474.632,needleleaf,spruce,norway spruce
591117.0918,5737304.827,needleleaf,spruce,norway spruce
592375.6193,5736205.049,needleleaf,spruce,norway spruce
584348.5192,5752476.455,needleleaf,spruce,norway spruce
601405.9952,5741966.068,needleleaf,spruce,norway spruce
557481.4127,5733638.858,needleleaf,spruce,norway spruce
602589.9352,5742225.459,needleleaf,spruce,norway spruce
544154.9094,5720405.065,needleleaf,spruce,norway spruce
590033.2295,5745955.887,needleleaf,spruce,norway spruce
599343.9722,5747251.776,needleleaf,spruce,norway spruce
602140.4353,5749172.168,needleleaf,spruce,norway spruce
587481.0872,5734127.7,needleleaf,spruce,norway spruce
542146.013,5728965.59,needleleaf,spruce,norway spruce
599641.6611,5727954.888,needleleaf,spruce,norway spruce
550960.3154,5718361.168,needleleaf,spruce,norway spruce
549556.9677,5724599.865,needleleaf,spruce,norway spruce
537491.1993,5736334.444,needleleaf,spruce,norway spruce
552837.6379,5750490.605,needleleaf,spruce,norway spruce
585264.6781,5750886.731,needleleaf,spruce,norway spruce
551972.5878,5730190.175,needleleaf,spruce,norway spruce
593412.5609,5737812.996,needleleaf,spruce,norway spruce
596546.664,5738013.468,needleleaf,spruce,norway spruce
541502.6217,5734767.87,needleleaf,spruce,norway spruce
532673.4599,5734839.392,needleleaf,spruce,norway spruce
605185.9239,5721708.916,needleleaf,spruce,norway spruce
539577.2936,5742727.229,needleleaf,spruce,norway spruce
597572.5516,5736165.784,needleleaf,spruce,norway spruce
597644.5603,5735369.167,needleleaf,spruce,norway spruce
548215.8659,5719567.233,needleleaf,spruce,norway spruce
591848.5252,5751722.473,needleleaf,spruce,norway spruce
600175.814,5746758.018,needleleaf,spruce,norway spruce
599574.0999,5743409.028,needleleaf,spruce,norway spruce
588089.9427,5737861.285,needleleaf,spruce,norway spruce
602579.5754,5746482.356,needleleaf,spruce,norway spruce
585721.0134,5745948.745,needleleaf,spruce,norway spruce
593521.8289,5736424.597,needleleaf,spruce,norway spruce
599618.6987,5745184.899,needleleaf,spruce,norway spruce
540031.3226,5736386.399,needleleaf,spruce,norway spruce
607830.9203,5725421.044,needleleaf,spruce,norway spruce
604812.7268,5726414.06,needleleaf,spruce,norway spruce
594340.8265,5744719.489,needleleaf,spruce,norway spruce
590542.9084,5736293.068,needleleaf,spruce,norway spruce
613676.6327,5730941.557,needleleaf,spruce,norway spruce
614141.8087,5721375.528,needleleaf,spruce,norway spruce
571129.8814,5767560.086,needleleaf,spruce,norway spruce
598189.8272,5737379.346,needleleaf,spruce,norway spruce
532726.4975,5726987.186,needleleaf,spruce,norway spruce
549656.3733,5719261.211,needleleaf,spruce,norway spruce
591052.0944,5728034.714,needleleaf,spruce,norway spruce
530892.0314,5732832.543,needleleaf,spruce,norway spruce
606237.2741,5743170.504,needleleaf,spruce,norway spruce
599565.828,5726906.028,needleleaf,spruce,norway spruce
601535.5382,5727157.654,needleleaf,spruce,norway spruce
599640.8565,5746281.679,needleleaf,spruce,norway spruce
586283.6457,5741026.911,needleleaf,spruce,norway spruce
532996.3796,5726704.638,needleleaf,spruce,norway spruce
532068.2429,5732855.417,needleleaf,spruce,norway spruce
536967.3698,5744402.887,needleleaf,spruce,norway spruce
532263.9068,5737368.531,needleleaf,spruce,norway spruce
551634.3686,5729630.289,needleleaf,spruce,norway spruce
540701.7451,5722089.043,needleleaf,spruce,norway spruce
609245.9152,5726970.398,needleleaf,spruce,norway spruce
598991.6947,5724277.016,needleleaf,spruce,norway spruce
602557.0394,5731897.834,needleleaf,spruce,norway spruce
612229.4955,5731194.772,needleleaf,spruce,norway spruce
549569.4474,5719875.631,needleleaf,spruce,norway spruce
610895.2215,5723268.204,needleleaf,spruce,norway spruce
538331.8171,5724751.043,needleleaf,spruce,norway spruce
605928.4002,5728848.77,needleleaf,spruce,norway spruce
545240.0679,5729849.845,needleleaf,spruce,norway spruce
596762.9384,5737512.681,needleleaf,spruce,norway spruce
543277.2582,5736089.566,needleleaf,spruce,norway spruce
602830.9666,5749420.073,needleleaf,spruce,norway spruce
598028.9081,5722152.768,needleleaf,spruce,norway spruce
600615.0102,5732728.83,needleleaf,spruce,norway spruce
590543.5251,5743171.254,needleleaf,spruce,norway spruce
597214.7331,5737501.427,needleleaf,spruce,norway spruce
538653.0349,5732456.361,needleleaf,spruce,norway spruce
591316.9426,5744820.061,needleleaf,spruce,norway spruce
550495.4852,5755535.892,needleleaf,spruce,norway spruce
608948.6129,5728966.749,needleleaf,spruce,norway spruce
607403.8833,5743883.567,needleleaf,spruce,norway spruce
543337.5452,5730919.564,needleleaf,spruce,norway spruce
605076.9704,5748524.802,needleleaf,spruce,norway spruce
589767.039,5743574.513,needleleaf,spruce,norway spruce
598725.6459,5737220.158,needleleaf,spruce,norway spruce
615700.2701,5721520.686,needleleaf,spruce,norway spruce
599594.9172,5730717.519,needleleaf,spruce,norway spruce
590584.9874,5753283.245,needleleaf,spruce,norway spruce
597853.4187,5730258.44,needleleaf,spruce,norway spruce
595733.6923,5735572.283,needleleaf,spruce,norway spruce
539638.988,5734978.19,needleleaf,spruce,norway spruce
534346.2545,5729149.486,needleleaf,spruce,norway spruce
586033.8706,5742316.354,needleleaf,spruce,norway spruce
537689.4288,5728630.093,needleleaf,spruce,norway spruce
537412.8993,5739119.755,needleleaf,spruce,norway spruce
556310.7356,5750713.45,needleleaf,spruce,norway spruce
586576.8034,5745789.293,needleleaf,spruce,norway spruce
558506.7759,5750051.273,needleleaf,spruce,norway spruce
596293.9786,5735092.777,needleleaf,spruce,norway spruce
585655.7672,5738868.272,needleleaf,spruce,norway spruce
590878.3374,5730242.946,needleleaf,spruce,norway spruce
551172.5849,5685853.232,needleleaf,spruce,norway spruce
612469.7506,5724091.426,needleleaf,spruce,norway spruce
590145.6629,5746033.358,needleleaf,spruce,norway spruce
544753.702,5707807.649,needleleaf,spruce,norway spruce
612612.2868,5722987.576,needleleaf,spruce,norway spruce
548597.2921,5758879.991,needleleaf,spruce,norway spruce
552555.5313,5725735.009,needleleaf,spruce,norway spruce
590643.4355,5744650.831,needleleaf,spruce,norway spruce
589458.1443,5737339.177,needleleaf,spruce,norway spruce
542309.72,5729835.329,needleleaf,spruce,norway spruce
601663.6168,5744977.809,needleleaf,spruce,norway spruce
597814.1103,5741862.15,needleleaf,spruce,norway spruce
593487.4817,5727305.903,needleleaf,spruce,norway spruce
594274.5794,5737097.005,needleleaf,spruce,norway spruce
597069.3467,5739226.303,needleleaf,spruce,norway spruce
594247.9654,5738411.24,needleleaf,spruce,norway spruce
542433.3761,5732442.696,needleleaf,spruce,norway spruce
602624.5117,5747545.489,needleleaf,spruce,norway spruce
549911.8056,5719982.736,needleleaf,spruce,norway spruce
566808.1496,5718790.086,needleleaf,spruce,norway spruce
537975.6576,5732364.096,needleleaf,spruce,norway spruce
535002.1001,5720658.482,needleleaf,spruce,norway spruce
548725.6109,5759150.272,needleleaf,spruce,norway spruce
606893.8372,5719804.724,needleleaf,spruce,norway spruce
537335.3318,5747555.324,needleleaf,spruce,norway spruce
543326.196,5740048.803,needleleaf,spruce,norway spruce
591117.6307,5744237.411,needleleaf,spruce,norway spruce
532705.6205,5726188.401,needleleaf,spruce,norway spruce
543714.2362,5729376.816,needleleaf,spruce,norway spruce
612703.352,5726822.836,needleleaf,spruce,norway spruce
541826.7709,5734171.675,needleleaf,spruce,norway spruce
590451.6678,5743635.262,needleleaf,spruce,norway spruce
586215.6913,5742098.663,needleleaf,spruce,norway spruce
543191.9152,5729953.913,needleleaf,spruce,norway spruce
534443.1518,5733141.208,needleleaf,spruce,norway spruce
609250.6368,5727846.24,needleleaf,spruce,norway spruce
590729.4935,5736367.991,needleleaf,spruce,norway spruce
603811.7321,5743332.035,needleleaf,spruce,norway spruce
591893.0247,5748447.772,needleleaf,spruce,norway spruce
597658.7873,5745506.203,needleleaf,spruce,norway spruce
584816.945,5750253.483,needleleaf,spruce,norway spruce
548850.0338,5686280.487,needleleaf,spruce,norway spruce
593225.5696,5737876.618,needleleaf,spruce,norway spruce
532606.7943,5726098.948,needleleaf,spruce,norway spruce
538067.3993,5734896.777,needleleaf,spruce,norway spruce
544937.0663,5703876.956,needleleaf,spruce,norway spruce
540298.5571,5736569.666,needleleaf,spruce,norway spruce
597222.6983,5728711.594,needleleaf,spruce,norway spruce
594031.3227,5734143.566,needleleaf,spruce,norway spruce
575340.4184,5714071.867,needleleaf,spruce,norway spruce
556117.1193,5750490.754,needleleaf,spruce,norway spruce
608997.69,5725291.521,needleleaf,spruce,norway spruce
595911.6265,5733552.989,needleleaf,spruce,norway spruce
605660.5617,5745579.88,needleleaf,spruce,norway spruce
606662.8249,5724480.693,needleleaf,spruce,norway spruce
588105.6364,5734797.093,needleleaf,spruce,norway spruce
596505.8174,5742115.594,needleleaf,spruce,norway spruce
590727.131,5747961.759,needleleaf,spruce,norway spruce
582822.3715,5746524.704,needleleaf,spruce,norway spruce
598704.1476,5726711.345,needleleaf,spruce,norway spruce
537191.3166,5743047.768,needleleaf,spruce,norway spruce
547983.6654,5717986.296,needleleaf,spruce,norway spruce
583467.5981,5744269.306,needleleaf,spruce,norway spruce
586829.5472,5743014.864,needleleaf,spruce,norway spruce
593246.947,5736495.79,needleleaf,spruce,norway spruce
592492.0405,5743668.197,needleleaf,spruce,norway spruce
538188.6672,5737948.99,needleleaf,spruce,norway spruce
553246.3075,5725420.235,needleleaf,spruce,norway spruce
536545.2617,5736943.231,needleleaf,spruce,norway spruce
607398.5802,5742529.115,needleleaf,spruce,norway spruce
596807.6309,5745700.218,needleleaf,spruce,norway spruce
600354.4034,5729687.655,needleleaf,spruce,norway spruce
535006.0917,5721658.236,needleleaf,spruce,norway spruce
602378.074,5723813.407,needleleaf,spruce,norway spruce
549272.5491,5722004.787,needleleaf,spruce,norway spruce
600497.2297,5730769.472,needleleaf,spruce,norway spruce
604329.8729,5743851.36,needleleaf,spruce,norway spruce
609864.8851,5725396.292,needleleaf,spruce,norway spruce
536085.5666,5739820.373,needleleaf,spruce,norway spruce
590482.349,5746847.84,needleleaf,spruce,norway spruce
601331.2355,5729046.312,needleleaf,spruce,norway spruce
590634.368,5741829.151,needleleaf,spruce,norway spruce
539812.8777,5743298.421,needleleaf,spruce,norway spruce
589443.5625,5744149.269,needleleaf,spruce,norway spruce
549151.7529,5732027.647,needleleaf,spruce,norway spruce
588317.3433,5744507.837,needleleaf,spruce,norway spruce
541600.9459,5734847.553,needleleaf,spruce,norway spruce
589253.191,5735689.356,needleleaf,spruce,norway spruce
585797.7199,5749447.714,needleleaf,spruce,norway spruce
552454.296,5750606.557,needleleaf,spruce,norway spruce
554065.0411,5730188.398,needleleaf,spruce,norway spruce
614258.01,5725803.831,needleleaf,spruce,norway spruce
546508.9019,5730721.818,needleleaf,spruce,norway spruce
549333.9007,5725230.11,needleleaf,spruce,norway spruce
611348.5859,5726408.701,needleleaf,spruce,norway spruce
611601.7542,5727808.845,needleleaf,spruce,norway spruce
587976.8157,5740081.427,needleleaf,spruce,norway spruce
586599.6882,5747423.085,needleleaf,spruce,norway spruce
541825.8213,5737047.174,needleleaf,spruce,norway spruce
588455.7225,5735464.375,needleleaf,spruce,norway spruce
536916.4779,5738004.872,needleleaf,spruce,norway spruce
610231.4423,5726206.104,needleleaf,spruce,norway spruce
537707.6914,5733529.326,needleleaf,spruce,norway spruce
583121.4311,5762400.341,needleleaf,spruce,norway spruce
603311.0694,5746819.322,needleleaf,spruce,norway spruce
611266.2489,5728240.408,needleleaf,spruce,norway spruce
544459.8969,5708686.08,needleleaf,spruce,norway spruce
569899.8172,5699009.751,needleleaf,spruce,norway spruce
614328.6921,5727022.716,needleleaf,spruce,norway spruce
604358.0519,5722068.971,needleleaf,spruce,norway spruce
588620.8258,5737046.307,needleleaf,spruce,norway spruce
593970.7305,5737177.797,needleleaf,spruce,norway spruce
592996.3378,5747013.835,needleleaf,spruce,norway spruce
600968.3451,5729224.898,needleleaf,spruce,norway spruce
608512.5575,5726314.62,needleleaf,spruce,norway spruce
574858.1258,5716945.594,needleleaf,spruce,norway spruce
604506.9696,5743181.533,needleleaf,spruce,norway spruce
583833.845,5742208.237,needleleaf,spruce,norway spruce
543953.8439,5707066.431,needleleaf,spruce,norway spruce
590458.9567,5727928.171,needleleaf,spruce,norway spruce
607250.355,5743885.163,needleleaf,spruce,norway spruce
551718.5463,5684091.745,needleleaf,spruce,norway spruce
545359.0771,5705263.76,needleleaf,spruce,norway spruce
602161.9334,5740878.482,needleleaf,spruce,norway spruce
599893.961,5738021.139,needleleaf,spruce,norway spruce
584210.6264,5749989.783,needleleaf,spruce,norway spruce
592409.5815,5714419.572,needleleaf,spruce,norway spruce
586131.1698,5752722.672,needleleaf,spruce,norway spruce
591341.5568,5747353.634,needleleaf,spruce,norway spruce
590551.2206,5731010.799,needleleaf,spruce,norway spruce
550667.6645,5687408.753,needleleaf,spruce,norway spruce
540279.3336,5730593.388,needleleaf,spruce,norway spruce
534590.2236,5734397.707,needleleaf,spruce,norway spruce
586108.3953,5725235.519,needleleaf,spruce,norway spruce
589441.5919,5736675.205,needleleaf,spruce,norway spruce
588555.867,5736398.179,needleleaf,spruce,norway spruce
614118.7521,5722874.479,needleleaf,spruce,norway spruce
590083.4289,5739064.449,needleleaf,spruce,norway spruce
594005.0325,5735896.907,needleleaf,spruce,norway spruce
610479.4702,5724972.843,needleleaf,spruce,norway spruce
591286.3551,5728687.642,needleleaf,spruce,norway spruce
603034.3644,5729820.543,needleleaf,spruce,norway spruce
588479.4819,5740545.167,needleleaf,spruce,norway spruce
594459.4258,5742411.382,needleleaf,spruce,norway spruce
594610.8896,5744044.625,needleleaf,spruce,norway spruce
591199.0479,5745293.92,needleleaf,spruce,norway spruce
546516.1724,5705516.605,needleleaf,spruce,norway spruce
542479.8872,5733520.026,needleleaf,spruce,norway spruce
538147.9613,5738058.295,needleleaf,spruce,norway spruce
552135.6453,5720921.182,needleleaf,spruce,norway spruce
600831.629,5721736.764,needleleaf,spruce,norway spruce
542006.455,5732444.588,needleleaf,spruce,norway spruce
592010.9628,5743181.425,needleleaf,spruce,norway spruce
539448.6789,5721897.84,needleleaf,spruce,norway spruce
593912.9204,5745331.449,needleleaf,spruce,norway spruce
537285.334,5743462.081,needleleaf,spruce,norway spruce
551893.7654,5728191.211,needleleaf,spruce,norway spruce
594291.4212,5742252.985,needleleaf,spruce,norway spruce
549467.829,5734497.077,needleleaf,spruce,norway spruce
583806.2658,5745715.715,needleleaf,spruce,norway spruce
587490.6316,5753949.528,needleleaf,spruce,norway spruce
551960.197,5729332.92,needleleaf,spruce,norway spruce
539131.6202,5731882.022,needleleaf,spruce,norway spruce
539464.4305,5734123.531,needleleaf,spruce,norway spruce
541690.5914,5728856.74,needleleaf,spruce,norway spruce
587301.2313,5753718.358,needleleaf,spruce,norway spruce
598960.1189,5738784.362,needleleaf,spruce,norway spruce
535070.3783,5729207.841,needleleaf,spruce,norway spruce
550331.1157,5722597.951,needleleaf,spruce,norway spruce
586341.8345,5753829.392,needleleaf,spruce,norway spruce
602267.0303,5742676.245,needleleaf,spruce,norway spruce
597910.0873,5741422.824,needleleaf,spruce,norway spruce
614763.3771,5721575.446,needleleaf,spruce,norway spruce
596263.3971,5743102.421,needleleaf,spruce,norway spruce
601128.5378,5727355.376,needleleaf,spruce,norway spruce
548407.1065,5752903.478,needleleaf,spruce,norway spruce
613604.9074,5729182.395,needleleaf,spruce,norway spruce
587840.4912,5735771.871,needleleaf,spruce,norway spruce
540047.4399,5740753.5,needleleaf,spruce,norway spruce
613212.0207,5728262.332,needleleaf,spruce,norway spruce
594792.1099,5737366.762,needleleaf,spruce,norway spruce
613834.1014,5729952.52,needleleaf,spruce,norway spruce
542538.1379,5732155.17,needleleaf,spruce,norway spruce
543148.8993,5730449.268,needleleaf,spruce,norway spruce
590412.5666,5747311.96,needleleaf,spruce,norway spruce
541176.2539,5729502.466,needleleaf,spruce,norway spruce
600989.5147,5728616.858,needleleaf,spruce,norway spruce
613808.9188,5730214.753,needleleaf,spruce,norway spruce
602032.2782,5740760.473,needleleaf,spruce,norway spruce
588632.9725,5745395.412,needleleaf,spruce,norway spruce
602463.0092,5744549.44,needleleaf,spruce,norway spruce
553306.2699,5720018.708,needleleaf,spruce,norway spruce
601889.8341,5744896.14,needleleaf,spruce,norway spruce
598705.0579,5742725.823,needleleaf,spruce,norway spruce
585622.3222,5748540.078,needleleaf,spruce,norway spruce
613653.6237,5725087.382,needleleaf,spruce,norway spruce
589563.5762,5728350.086,needleleaf,spruce,norway spruce
600281.0328,5731781.592,needleleaf,spruce,norway spruce
549499.9863,5686016.753,needleleaf,spruce,norway spruce
597929.7322,5741672.766,needleleaf,spruce,norway spruce
536726.6689,5741154.199,needleleaf,spruce,norway spruce
606378.0229,5722780.236,needleleaf,spruce,norway spruce
586318.3644,5745473.41,needleleaf,spruce,norway spruce
571730.6614,5723415.874,needleleaf,spruce,norway spruce
607116.3658,5744962.125,needleleaf,spruce,norway spruce
590566.3813,5748830.983,needleleaf,spruce,norway spruce
589090.9676,5738270.526,needleleaf,spruce,norway spruce
590394.1748,5728188.316,needleleaf,spruce,norway spruce
585955.7751,5749111.455,needleleaf,spruce,norway spruce
614021.2934,5725351.616,needleleaf,spruce,norway spruce
542305.1701,5735682.936,needleleaf,spruce,norway spruce
550013.2175,5721016.91,needleleaf,spruce,norway spruce
582650.6712,5747921.517,needleleaf,spruce,norway spruce
545710.0414,5733928.237,needleleaf,spruce,norway spruce
612109.5441,5729998.959,needleleaf,spruce,norway spruce
603162.9576,5728740.283,needleleaf,spruce,norway spruce
589859.119,5748014.357,needleleaf,spruce,norway spruce
587204.5478,5744725.048,needleleaf,spruce,norway spruce
553458.9364,5733452.628,needleleaf,spruce,norway spruce
613793.2272,5727656.313,needleleaf,spruce,norway spruce
579265.8605,5725347.287,needleleaf,spruce,norway spruce
611640.6811,5726353.152,needleleaf,spruce,norway spruce
599826.6429,5743810.024,needleleaf,spruce,norway spruce
591041.189,5746154.204,needleleaf,spruce,norway spruce
586235.9457,5753566.126,needleleaf,spruce,norway spruce
600591.3747,5744497.876,needleleaf,spruce,norway spruce
593132.9157,5730071.507,needleleaf,spruce,norway spruce
587490.586,5735556.045,needleleaf,spruce,norway spruce
596900.3682,5743066.058,needleleaf,spruce,norway spruce
550482.0972,5751182.606,needleleaf,spruce,norway spruce
609860.1459,5725802.359,needleleaf,spruce,norway spruce
587716.5903,5745481.335,needleleaf,spruce,norway spruce
598924.7742,5744611.797,needleleaf,spruce,norway spruce
602442.8588,5740991.549,needleleaf,spruce,norway spruce
557378.0875,5749343.118,needleleaf,spruce,norway spruce
598156.596,5745565.365,needleleaf,spruce,norway spruce
609460.1146,5728416.482,needleleaf,spruce,norway spruce
586896.3372,5738716.404,needleleaf,spruce,norway spruce
605351.2445,5745590.616,needleleaf,spruce,norway spruce
599137.1813,5730920.805,needleleaf,spruce,norway spruce
586658.1544,5743505.464,needleleaf,spruce,norway spruce
540898.5898,5735769.328,needleleaf,spruce,norway spruce
601054.1659,5730886.06,needleleaf,spruce,norway spruce
604957.3699,5743375.266,needleleaf,spruce,norway spruce
541311.2805,5733507.421,needleleaf,spruce,norway spruce
586439.9277,5742199.365,needleleaf,spruce,norway spruce
595972.6596,5740685.193,needleleaf,spruce,norway spruce
593256.3443,5733859.461,needleleaf,spruce,norway spruce
601316.9905,5745328.264,needleleaf,spruce,norway spruce
593903.4023,5744535.088,needleleaf,spruce,norway spruce
599334.5213,5742629.876,needleleaf,spruce,norway spruce
613325.7826,5727740.199,needleleaf,spruce,norway spruce
601803.8594,5746703.686,needleleaf,spruce,norway spruce
590250.5212,5747198.927,needleleaf,spruce,norway spruce
592849.1331,5746916.11,needleleaf,spruce,norway spruce
594467.1778,5741408.886,needleleaf,spruce,norway spruce
602703.0585,5723831.989,needleleaf,spruce,norway spruce
535784.5391,5737180.475,needleleaf,spruce,norway spruce
611233.3373,5724812.504,needleleaf,spruce,norway spruce
606276.1321,5743112.847,needleleaf,spruce,norway spruce
594938.711,5735124.947,needleleaf,spruce,norway spruce
584349.4982,5745385.241,needleleaf,spruce,norway spruce
593709.0363,5737728.045,needleleaf,spruce,norway spruce
543505.5604,5740145.825,needleleaf,spruce,norway spruce
603115.6873,5729751.407,needleleaf,spruce,norway spruce
532907.4978,5734315.986,needleleaf,spruce,norway spruce
589073.7246,5745488.745,needleleaf,spruce,norway spruce
538001.1938,5742682.462,needleleaf,spruce,norway spruce
586915.9622,5740144.302,needleleaf,spruce,norway spruce
583211.3698,5746251.378,needleleaf,spruce,norway spruce
587461.5356,5748098.505,needleleaf,spruce,norway spruce
587568.2776,5738646.914,needleleaf,spruce,norway spruce
540665.0358,5721926.77,needleleaf,spruce,norway spruce
594244.9422,5734167.544,needleleaf,spruce,norway spruce
601880.6839,5747068.837,needleleaf,spruce,norway spruce
606042.7243,5745223.933,needleleaf,spruce,norway spruce
590704.8126,5730440.469,needleleaf,spruce,norway spruce
538870.3913,5731769.377,needleleaf,spruce,norway spruce
549954.2378,5757509.861,needleleaf,spruce,norway spruce
541380.1374,5736802.008,needleleaf,spruce,norway spruce
538577.7306,5732613.401,needleleaf,spruce,norway spruce
600465.5265,5745663.771,needleleaf,spruce,norway spruce
585079.0753,5749625.971,needleleaf,spruce,norway spruce
548276.977,5691091.246,needleleaf,spruce,norway spruce
547371.7913,5730633.839,needleleaf,spruce,norway spruce
536979.2882,5730604.095,needleleaf,spruce,norway spruce
584504.5023,5746201.307,needleleaf,spruce,norway spruce
587672.7899,5736115.866,needleleaf,spruce,norway spruce
603492.7336,5741848.379,needleleaf,spruce,norway spruce
609715.2677,5726356.672,needleleaf,spruce,norway spruce
587138.4093,5738083.512,needleleaf,spruce,norway spruce
586645.9203,5743400.244,needleleaf,spruce,norway spruce
614324.2157,5723539.42,needleleaf,spruce,norway spruce
547985.7105,5758189.889,needleleaf,spruce,norway spruce
544964.155,5707067.166,needleleaf,spruce,norway spruce
592891.8972,5743987.313,needleleaf,spruce,norway spruce
602039.8507,5724268.963,needleleaf,spruce,norway spruce
594412.6302,5735926.936,needleleaf,spruce,norway spruce
550806.3323,5729405.815,needleleaf,spruce,norway spruce
595104.9275,5742875.641,needleleaf,spruce,norway spruce
549830.6564,5719053.051,needleleaf,spruce,norway spruce
550076.1346,5730825.488,needleleaf,spruce,norway spruce
600010.0668,5746770.627,needleleaf,spruce,norway spruce
614441.8851,5726973.841,needleleaf,spruce,norway spruce
611634.4478,5728354.231,needleleaf,spruce,norway spruce
539612.7162,5732851.31,needleleaf,spruce,norway spruce
584290.0143,5747610.536,needleleaf,spruce,norway spruce
587901.8967,5743696.951,needleleaf,spruce,norway spruce
545046.9434,5708685.384,needleleaf,spruce,norway spruce
595460.4878,5745008.428,needleleaf,spruce,norway spruce
594768.5772,5743734.081,needleleaf,spruce,norway spruce
588398.7959,5753396.383,needleleaf,spruce,norway spruce
606621.5072,5721326.319,needleleaf,spruce,norway spruce
542460.255,5730931.693,needleleaf,spruce,norway spruce
598523.3326,5739346.778,needleleaf,spruce,norway spruce
602630.1883,5727934.012,needleleaf,spruce,norway spruce
592483.9644,5736370.97,needleleaf,spruce,norway spruce
547667.3078,5718333.389,needleleaf,spruce,norway spruce
609365.1758,5725845.793,needleleaf,spruce,norway spruce
612085.1233,5730244.825,needleleaf,spruce,norway spruce
610818.2463,5728500.341,needleleaf,spruce,norway spruce
595045.6155,5736338.432,needleleaf,spruce,norway spruce
591566.3633,5746974.57,needleleaf,spruce,norway spruce
586912.7223,5743054.091,needleleaf,spruce,norway spruce
532020.8595,5726042.744,needleleaf,spruce,norway spruce
537575.4059,5740237.219,needleleaf,spruce,norway spruce
538374.1483,5735336.272,needleleaf,spruce,norway spruce
541216.7539,5733871.326,needleleaf,spruce,norway spruce
540253.9743,5731255.15,needleleaf,spruce,norway spruce
609970.2753,5727776.831,needleleaf,spruce,norway spruce
588574.7189,5741699.11,needleleaf,spruce,norway spruce
591010.7087,5742236.246,needleleaf,spruce,norway spruce
598923.0936,5741930.051,needleleaf,spruce,norway spruce
584852.0643,5747650.888,needleleaf,spruce,norway spruce
